name,id,name_all,kind,cst,n_stars,cst_tidal,n_stars_tidal,ra,dec,l,b,ang_radius_50,ang_radius_c,ang_radius_t,ang_radius_total,radius_50_pc,radius_c_pc,radius_t_pc,radius_total_pc,pmra,pmra_std,pmra_error,pmdec,pmdec_std,pmdec_error,parallax,parallax_std,parallax_error,distance_16,distance_50,distance_84,n_stars_used_for_distance,global_parallax_correction_only,x,y,z,radial_velocity,radial_velocity_std,radial_velocity_error,radial_velocity_n_stars,class_2.5,class_16,class_50,class_84,class_97.5,human_class,log_age_16,log_age_50,log_age_84,a_v_16,a_v_50,a_v_84,differential_a_v_16,differential_a_v_50,differential_a_v_84,distance_modulus_16,distance_modulus_50,distance_modulus_84,min_cluster_size,is_merged_cluster,is_gmm_membership_list,n_unique_strong_crossmatches,crossmatch_type,data_source,family,age_myr,rv_combined,x_helio,y_helio,z_helio,U,V,W,x_helio_err,y_helio_err,z_helio_err,U_err,V_err,W_err,n_rv_combined,mass_16,mass_50,mass_84,n_sne_16,n_sne_50,n_sne_84,n_stars_greater_8M_16,n_stars_greater_8M_50,n_stars_greater_8M_84,weight_score,name_both
Collinder_135,1323.0,Collinder_135,o,16.10956643200779,209,16.186753448872164,206.0,109.40553906811994,-36.92087657232229,248.8906219816691,-11.116272885641772,0.671859307374572,1.6503158058267644,1.6503158058267644,2.73052775502912,3.46953786550354,8.524336247052693,8.524336247052693,14.11071243796752,-10.077868134340076,0.2796519557897217,0.0194842750109919,6.230239130903304,0.2484585717249019,0.0173109289604481,3.3308602263405764,0.0806729053960371,0.0056207476548243,295.7332619902731,295.866653781977,296.000165961894,173.0,False,-8226.676295260531,-270.83366246129333,-35.975881567976266,13.16569226284856,9.264255730580226,1.140351050690947,66.0,0.9381699562072754,0.9879894852638244,0.9937970340251924,0.9999384880065918,0.9999384880065918,,7.224114894866943,7.4746363162994385,7.7300705909729,3.046989149879664e-05,0.1073967963457107,0.1695797741413116,0.1177873834967613,0.5671977698802948,0.8734849691390991,7.138350963592529,7.337602615356445,7.481313705444336,80.0,False,False,1.0,1:1,hunt,cr135,29.828836681681505,15.296715,-104.55701556760089,-270.83384350901395,-57.04328642246709,-18.00039750891248,-7.538838150956716,-11.81676250833848,0.0943218249137487,0.2443216481408399,0.0514592621569676,0.1885840043446716,0.4849576012582705,0.1045784630901219,55.0,203.74739104538915,261.4291314611024,323.4569493518434,1.0,2.0,3.0,1.0,3.0,4.0,0.6726015361149625,Collinder_135
Collinder_140,1324.0,Collinder_140,o,18.976552441061976,203,19.06538876306403,201.0,110.80240156703594,-32.01159004027159,244.95326250459283,-7.899120120622147,0.5671435282038977,0.5973401744086937,2.0012699809517573,2.531030815124539,3.72403177457209,3.922325870017868,13.145846585822872,16.629771059746997,-8.088174582671503,0.2649463569077334,0.0186878751282577,4.756496875402723,0.2382592628691666,0.0168055126502467,2.59058900004523,0.0807496956566894,0.0056956443813361,375.9457999928448,376.2087091545976,376.4719862927956,157.0,False,-8279.865015721965,-337.5969020410846,-30.49865069109709,14.575702623835223,15.315716291874413,2.165969369742736,50.0,0.9465203285217284,0.988111972808838,0.9938272833824158,0.9999936819076538,0.9999936819076538,,6.978178977966309,7.236835479736328,7.475440979003906,4.391928086988628e-06,0.0951276570558548,0.1606545448303222,0.0909235626459121,0.5952955186367035,0.889366090297699,7.682788848876953,7.861551761627197,8.020339965820312,80.0,False,False,1.0,1:1,hunt,cr135,17.251842306078746,16.862197000000002,-157.75951875299037,-337.59712473286777,-51.70211271015862,-19.760701449758287,-7.691428396738861,-11.180793204396196,0.2206511849265666,0.4721820032725645,0.0723134332741253,0.352097136549732,0.7814236082310899,0.1583884457636981,35.0,192.32649399104383,228.84755393626875,277.79067111990645,0.0,1.0,2.0,1.0,2.0,4.0,0.4651494741791027,Collinder_140
Delta_Cephei_Cluster,1409.0,"Delta_Cephei_Cluster,OCSN_33,Theia_161",o,18.3715555987713,164,18.3715555987713,164.0,336.4238629829972,57.15725020120135,104.14149149746405,-0.2991499371963025,2.330839746524118,2.362689364300417,8.450182407616253,8.450182407616268,9.797791869018148,9.931824069422523,35.76079171893887,35.760791718938925,16.50641026236069,1.3625581962950908,0.106397919653779,4.667228111895811,0.775954735159647,0.0605918850225795,4.113462406832763,0.115145938764199,0.0089913872115,240.58710024370853,240.7125638574536,240.83815839535436,132.0,False,-8180.785612783637,233.4147274278044,19.694078990860252,-15.482366510190984,9.01317809172268,1.3436052604269162,45.0,0.960473656654358,0.9915988445281982,0.9956618547439576,0.999996304512024,0.999996304512024,,7.593328475952148,7.828305959701538,8.133634567260742,1.1946770683834984e-08,0.0724045485258102,0.1347542107105255,0.0025973438750952,0.4293327778577804,0.6410530805587769,6.742458820343018,6.928316831588745,7.080041408538818,80.0,False,False,3.0,m:m,hunt,none,67.34509342038584,-13.98031,-58.80944052145358,233.4146708772041,-1.2567910203175074,-15.172210957631911,-18.55799905796489,-5.723542954691894,0.0613370120779848,0.243446602447193,0.0013108066546863,0.1975116002722167,0.7292841901465645,0.0514239874688964,35.0,131.624512785212,161.54732862853336,210.1272265842488,1.0,2.0,3.0,1.0,2.0,3.0,0.5993121403222128,Delta_Cephei_Cluster
FSR_0569,1550.0,"FSR_0569,FSR_569,MWSC_207,Theia_51,UBC_187",o,27.00338098567793,333,27.00338098567793,333.0,37.81756344597411,72.46688259491552,130.37376023721217,11.053324379523945,0.3183192641922786,0.4153070992297348,0.983901279308237,0.9839012793082376,4.951571921782485,6.460299643702827,15.306289338821394,15.306289338821404,-1.537909051440629,0.2391985356142863,0.0131079990066377,-1.743534476083323,0.2274015634292253,0.0124615289131398,1.0839184131955133,0.0796652868926884,0.0043656308295162,889.6556297000482,891.247517954315,892.8451132498577,215.0,False,-8688.148054233756,666.3881652886029,193.12287707936716,-23.59811386295795,12.41806597788885,2.1296807454142628,34.0,0.4709094166755676,0.7879860401153564,0.8732935786247253,0.9873002767562866,0.9949028491973876,,6.585424900054932,6.727069139480591,6.885102272033691,0.8398590087890625,1.1188854575157166,1.3533074855804443,1.8126338720321653,2.190259575843811,2.7023870944976807,9.586416244506836,9.713211059570312,9.88831615447998,40.0,False,False,3.0,1:m,hunt,none,5.334198089151428,-24.9276925,-566.614516310501,666.3878892057475,170.8722016182037,17.7069540975404,-15.399446661914888,-14.933494781541626,2.027728147847938,2.384784437091639,0.6114957575780124,1.5555510066796403,1.8319155684891728,0.673777681257042,12.0,540.1692176420412,606.2578127178974,697.3175017372909,0.0,1.0,2.0,5.0,7.0,9.0,1.0,FSR_0569
FoF_2383,1745.0,FoF_2383,o,25.86059620462053,422,26.11434627597752,313.0,95.3801032772089,-16.096698999142966,224.19589087133724,-13.752779410297071,0.5050286880466056,0.3692654611362583,2.396634390170586,2.9351636368227605,3.2172040590241657,2.3523178978990047,15.275888996070105,18.71387715528584,-5.369774857451163,0.2859951728697918,0.0161654029362736,5.048560075234557,0.2099107459785041,0.0118648568622561,2.6921013545176757,0.1108994076441162,0.0062684051341572,364.70516212647016,364.98409877290726,365.2634624229312,225.0,False,-8376.371868217868,-247.1405202781247,-65.31827753305552,22.23883952205263,10.741770464544867,1.4227822552455285,57.0,0.7795544266700745,0.9556213617324828,0.9772799909114838,0.9993680715560912,0.9999383687973022,,7.262598037719727,7.578148126602173,7.896157264709473,1.1463782811915737e-06,0.1523346155881881,0.2442080676555633,0.0631638765335083,0.635372132062912,0.898956835269928,7.645143508911133,7.804707765579224,7.980062961578369,40.0,False,False,1.0,1:1,hunt,cr135,37.85716836982711,23.397933,-254.177017946402,-247.1408841654071,-86.76876902945298,-23.93191132918676,-6.619107864649517,-10.279541275186222,0.3888035258251534,0.378040658102833,0.1327264109191617,0.387106400745522,0.3666710424118267,0.1432565318943085,66.0,412.64806270317706,461.4707044064412,596.2796974105688,2.0,4.0,7.0,2.0,4.0,7.0,0.6914153974192954,FoF_2383
Gaia_8,1749.0,"CWWL_3595,Gaia_8,PHOC_41",o,17.69929901336584,150,17.90572227859631,147.0,282.5431401358786,33.39282362520661,63.22413540719902,14.7774469358927,0.6893819257216256,0.442433991443416,3.704127109144525,4.903082325969841,3.480314142323845,2.233545032925367,18.72531425841448,24.81239685027717,1.7426193294983556,0.3601073016964712,0.0297011496530867,-3.95540755265852,0.4319614475226833,0.0356275797152516,3.436492851413879,0.1228170447349189,0.0101297791198256,289.0394916159951,289.2412486603771,289.44328756478006,115.0,False,-7995.791038707208,249.686153775006,94.25301074679672,-21.79977662665789,9.168696055833635,1.7645163786511366,27.0,0.7203261852264404,0.9583773612976074,0.9792737066745758,0.9992740750312804,0.9997857213020324,,7.067075252532959,7.323521614074707,7.577371597290039,0.003083974123001,0.1810590922832489,0.2569230198860168,0.0995199307799339,0.643703430891037,0.8861902952194214,7.123820781707764,7.297815561294556,7.447760105133057,80.0,False,False,3.0,1:m,hunt,alphaPer,21.06306723574388,-18.576504,125.99367780897236,249.68637934003831,73.77536886282188,-3.925117792142429,-16.691397433568813,-8.811801803098529,0.1758937803906661,0.3485752772512853,0.1029942831629284,0.2859740857678829,0.516097204471521,0.2172504882007749,19.0,73.14267268280813,92.82289269783372,135.68940791543372,0.0,1.0,1.0,0.0,1.0,2.0,0.5080123715472011,Gaia_8
Gulliver_9,1755.0,"Gulliver_9,Theia_82",o,29.520519164452605,444,25.68589045169244,285.0,127.20387396257831,-47.9249066123484,265.1138154182761,-5.314346998288181,0.5321421723108831,0.4236156870402799,2.339854918429863,3.310152715765375,4.567483838889816,3.635940781156633,20.09404219998506,28.442544503670167,-5.931438366491736,0.2037264407944266,0.0120677128574432,6.934883542785719,0.2672688801267932,0.0158316421203035,2.0000997207445725,0.0801529951633495,0.004747853673404,491.3211657183408,491.76711760141046,492.2138797640641,246.0,False,-8163.797303474462,-487.8737023032991,-24.641245793152457,22.70631534545452,23.0019342889614,3.428925912273398,45.0,0.9321388602256776,0.9824614524841307,0.9899141490459442,0.9998419284820556,0.9998419284820556,,6.756231307983398,7.005716562271118,7.188283920288086,0.0688214600086212,0.2077889889478683,0.3123469352722168,0.1158884912729263,0.6415152847766876,0.9596038460731506,8.272748947143555,8.431602478027344,8.607836723327637,10.0,False,False,2.0,1:m,hunt,gamma_velorum,10.132498830125613,22.609896,-41.70703901542456,-487.8738080022696,-45.54742930100238,-23.409944580816,-20.27512040983971,-4.10349847825973,0.0757115679393791,0.8856464479944179,0.0826831002485732,0.222463752488484,0.9869752950165792,0.2316958558386802,33.0,348.0672342395435,393.2639464848671,481.4828418650922,0.0,1.0,3.0,2.0,4.0,6.0,0.3238937596400407,Gulliver_9
Gulliver_28,1773.0,"Gulliver_28,Theia_955",o,13.404706780863751,105,14.069015719453333,98.0,293.6542452344376,18.16389907151763,53.94832145922318,-0.9301997811504514,0.6339894276126468,0.844553317387589,1.937731109050852,2.766075388830409,6.966506820972648,9.280552954526597,21.299747758915515,30.4170381448306,-4.419002894837463,0.2413980367129735,0.0243848841035518,-3.471515155960085,0.2159252763684425,0.0218117467356721,1.541836689870617,0.0720700846126873,0.0072801779357599,628.5779015927087,629.5612051938475,630.5475900387545,90.0,False,-7751.543058108564,508.9243318834202,9.632081349105029,3.062022289677266,9.821007768616262,1.6145637314785604,37.0,0.9404667615890504,0.9778308868408204,0.9856428802013396,0.9993022680282592,0.9997268319129944,,7.585428714752197,7.821051120758057,8.018805503845215,1.901569485664368,2.1316771507263184,2.3394174575805664,2.028474807739258,2.3325294256210327,2.709263563156128,8.772887229919434,8.94072961807251,9.057402610778809,80.0,False,False,2.0,1:m,hunt,none,66.22944577250638,3.56996775,370.4572056884541,508.9246614735503,-10.220507945497602,15.874550881705236,-5.675446421590748,6.483826655239476,1.1590378691998922,1.5922566659797326,0.0319765834472178,1.1820752889396533,1.6266896568585902,0.1499587348003759,22.0,306.7638455466873,372.34543937196855,447.2160607749936,3.0,4.0,5.0,3.0,4.0,5.0,1.0,Gulliver_28
HSC_263,1993.0,,o,5.501959670284628,41,5.501959670284628,41.0,264.82226779647027,2.4258682303919468,26.720711544927227,17.13501797239957,1.0596005510022235,2.175529092398932,2.175529092398932,2.175529092398925,9.308173823708398,19.11817673208759,19.11817673208759,19.11817673208753,0.0401388734720997,0.2167198700272549,0.0338459573781661,-9.34473317239697,0.3320522759519475,0.0518578530790891,1.9087526302995768,0.0803616388565444,0.0125503794517601,502.0154395772087,503.2634920680439,504.5177655511403,30.0,False,-7692.028391238064,216.24350705125173,167.97406931416697,-12.79155442549168,10.931665071906586,3.155699885978049,12.0,0.7631667852401733,0.9597747325897216,0.9796742796897888,0.9998430013656616,0.9999565482139589,,7.187410831451416,7.417834758758545,7.670369148254394,0.2168415784835815,0.3659181296825409,0.5314140319824219,0.0386263839900493,0.5441700518131256,0.7788609266281128,8.287744522094727,8.450472831726074,8.617197036743164,40.0,False,False,0.0,,hunt,none,26.17187026149713,-11.219412,429.56667129260353,216.24412442826736,148.2737199012898,3.498858090613436,-20.13801713857447,-13.289430298777487,2.135890753159288,1.0752087083514823,0.7372463657870298,1.8933343374041345,0.9549069451890416,0.7323934644045884,7.0,69.22092734934864,89.41898165066158,156.8051170030148,0.0,1.0,1.0,0.0,1.0,3.0,0.947562934444204,HSC_263
HSC_381,2087.0,,o,21.97661636217924,288,21.97661636217924,288.0,271.3857571177933,17.77089872822893,44.159677973057455,17.924248947613375,3.052265744698375,6.904202245658362,6.904202245658362,6.90420224565835,16.69766562278266,37.91796567902484,37.91796567902484,37.91796567902477,-1.0359275355257889,0.5936131217017012,0.0349789886463823,-8.11003706084471,0.7781791050982079,0.0458546435160518,3.1608990164551165,0.185803432872267,0.0109485722793099,312.95531316878817,313.14461451108133,313.3341450023027,217.0,False,-7907.98049750433,207.5667717536448,116.6260770443866,-17.044572007227806,9.381127493061925,1.129355036158623,69.0,0.6119345426559448,0.923110008239746,0.9581744372844696,0.9991627931594848,0.9993315935134888,,7.142811298370361,7.486536026000977,7.702737808227539,0.0153514444828033,0.2109860330820083,0.3077607154846191,0.3289662897586822,0.8269961178302765,1.2648411989212036,7.316989421844482,7.464339256286621,7.62966775894165,-1.0,True,False,0.0,,hunt,alphaPer,30.657449814155463,-17.463295000000002,213.74670638046496,207.56711213970652,96.37317607498174,-2.837324557734637,-19.20995254985471,-8.740073239319354,0.2585835838570176,0.2511077183682744,0.116589030442384,0.4472731774735997,0.4511125163806872,0.2351292081313654,54.0,265.1762122014919,296.0346300838082,368.3064406207736,1.0,3.0,4.0,2.0,3.0,5.0,0.5636251231712014,HSC_381
HSC_415,2117.0,,o,6.925995524210303,35,7.081879396483113,34.0,275.2494994201951,22.77173920945826,50.46834457079128,16.568831621214798,1.275366653509825,3.014280293628317,3.014280293628317,3.836458182892621,6.719455928147101,15.893219366116345,15.893219366116345,20.239860537600844,-1.1410135745094068,0.2156817243431786,0.0369891105659517,-7.382171222843673,0.3172427646083245,0.0544066852770256,3.262151124287534,0.0533059366484585,0.0091418927149068,301.43979658038046,301.82134393917937,302.2038584090764,31.0,False,-7937.619686790743,223.12056303024215,106.39824137935236,-21.63191968850176,10.324940710932056,2.9805536494117746,12.0,0.8997619152069092,0.9839492440223694,0.99179345369339,0.9999920129776,0.9999920129776,,7.265721321105957,7.5169970989227295,7.751092910766602,4.684807936428115e-05,0.1330513805150985,0.2186584174633026,0.0041443346999585,0.3987426608800888,0.6064397096633911,7.222893714904785,7.382033586502075,7.54541540145874,20.0,False,False,0.0,,hunt,alphaPer,32.88494341618984,-18.161633,184.1337780020495,223.1208607356792,86.06948913821893,-2.3103344293826127,-19.362900967109976,-7.245527690920182,0.4661353279684306,0.5648312695482218,0.2178852244429947,0.4378647260001405,0.5262920272771064,0.2228756979205604,11.0,32.74239248721255,48.75088039636655,85.24642559162152,0.0,0.0,1.0,0.0,1.0,1.0,0.6237464274934201,HSC_415
HSC_474,2169.0,,o,12.343316984219284,86,12.343316984219284,86.0,260.8049865131252,34.708304939865414,58.59072641931144,32.30005327427954,3.2849961328813877,7.93126039337276,7.93126039337276,7.931260393372741,18.10415724505633,43.94362373119927,43.94362373119927,43.94362373119916,-2.847600053936985,0.545310764995501,0.0588023720471533,-3.863764409147088,0.8070472460729847,0.0870261426502477,3.0758419247503124,0.2062104325718379,0.0222362428077019,315.1129142269915,315.42045100616184,315.72858865734594,69.0,False,-7982.597591176289,227.5446301886185,188.99005780204288,-22.208175412806305,5.812801412588224,1.370090432177292,18.0,0.2037217915058136,0.6688836216926575,0.8224390745162964,0.998678982257843,0.998678982257843,,7.24710750579834,7.491064548492432,7.748231410980225,6.7736376507809845e-09,0.0894789546728134,0.1481521725654602,0.1109614819288253,0.6307250261306763,0.9205094575881958,7.2724833488464355,7.467078685760498,7.627086162567139,20.0,False,False,0.0,,hunt,alphaPer,30.97879697893461,-22.272971,138.944621897356,227.5450070038204,168.545906940402,-4.380522857549771,-21.243501026468326,-8.90841131967415,0.2712083210349192,0.4441488880007398,0.3289875621986198,0.3406380642801421,0.4755399253012292,0.3402492098067835,15.0,51.91577159051449,69.08127262221808,93.91329918824806,0.0,0.0,1.0,0.0,0.0,1.0,0.5038250080462684,HSC_474
HSC_517,2208.0,,o,6.24068516766647,39,6.624626904104377,36.0,304.80319229756384,24.818877692335143,65.03792438989277,-6.342242661100683,6.0360623958060495,12.06768582006366,15.643170610046234,17.99446801552464,12.058279104981258,24.38001759931532,31.9321687179978,37.040492123559225,6.98113910951882,4.631055556112681,0.7718425926854469,-9.254990627850477,2.4955121794818744,0.4159186965803124,9.32203670186599,0.7760022033809834,0.1293337005634972,113.96934210158204,114.03637554677152,114.1034878926054,33.0,False,-8074.174772946642,102.75117401293596,8.080500118488317,-23.66025688066384,4.771217797897482,1.0945924325609364,19.0,0.5893865823745728,0.9083473682403564,0.9515575170516968,0.9993203282356262,0.9993203282356262,,7.384603977203369,7.670605897903442,7.885713577270508,0.0245562195777893,0.1661509573459625,0.2500046789646148,0.0498857609927654,0.5001861602067947,0.7767987251281738,5.145601272583008,5.2541584968566895,5.403625965118408,20.0,False,False,0.0,,hunt,alphaPer,46.83881487169643,-23.805498,47.83089676988261,102.75120000227813,-12.597267962735852,-8.254213414970144,-22.20457887669113,-5.288218681893444,0.0562654981955574,0.1208705637724847,0.0148186968192476,0.312353808023859,0.6287757549766572,0.1095577474735586,18.0,21.30813863082561,28.93442614561188,36.57793614449952,0.0,0.0,0.0,0.0,0.0,0.0,0.911419821787559,HSC_517
HSC_633,2309.0,,m,5.488669477950627,156,5.947968041792867,140.0,307.3753617957591,42.39364395145502,80.6829372720198,1.9883905073358643,2.523041775407457,2.4091909571025822,9.560011721176144,12.841050191198804,20.10109867021876,19.19295275417953,76.82978150500735,103.98553085237604,3.386128996170755,0.654249817322705,0.0552942016765638,-0.1945488462293837,0.4673641717211639,0.039499481823781,2.1585788507965757,0.083989664172398,0.0070984222028521,455.75323553862665,456.1809482346746,456.60946447957343,125.0,False,-8048.122498493198,449.8916576246372,36.43979803168846,-7.208358375828934,9.063389264222884,1.4330476697830972,40.0,0.8992825150489807,0.982634663581848,0.9913798570632936,0.9997602701187134,0.9999117851257324,,7.486213684082031,7.759438514709473,8.026684761047363,2.628047923280974e-06,0.088929459452629,0.1544918119907379,0.0811708346009254,0.5301373898983002,0.7810388803482056,8.100333213806152,8.274141311645508,8.453783988952637,80.0,False,False,0.0,,hunt,none,57.4696450370646,-6.520386,73.81017694777324,449.8917495330464,15.828108330425778,-4.963721013766364,-6.328600487811332,-6.325188175986772,0.1385380294456695,0.8444244279251052,0.0297085717529341,0.3040047096129454,1.0404405335467382,0.1477923125801856,29.0,191.35447413250836,235.82638214360645,338.1556013775554,1.0,3.0,4.0,1.0,3.0,4.0,0.5202800802874749,HSC_633
HSC_705,2369.0,,o,7.499815252049676,60,9.661651294790076,52.0,325.9905822919813,41.96761113894794,89.65982530762346,-8.481004936502979,0.7951510860830702,1.9475952000880803,1.9475952000880803,3.582422201708149,9.56919049629566,23.44572520439294,23.44572520439294,43.16590859445745,-1.4788167241438086,0.2224807927776438,0.0308525348525259,-4.4949316961282,0.1759714578152391,0.0244028505450381,1.4212284313174448,0.0268583167571681,0.0037245783938701,688.044895659866,689.4778098320172,690.9167047999603,46.0,False,-8118.1842489036335,681.9263666516948,-80.89426388285983,-6.856151731543543,11.944347913850294,2.546543531633524,22.0,0.8816968202590942,0.9794042110443116,0.9899085760116576,0.9999094009399414,0.9999218583106996,,7.177464485168457,7.390603065490723,7.591434955596924,0.138219952583313,0.3304207175970077,0.4332479834556579,0.0320649519562721,0.3904958367347717,0.5995199680328369,8.988058090209961,9.162057399749756,9.316065788269045,40.0,False,False,0.0,,hunt,none,24.58119915798405,-7.239863400000001,4.048758393283606,681.9262210591451,-101.6852341208965,13.641964335010991,-5.474553835370637,-7.464970619912026,0.0168638659491477,2.840355304523314,0.4235387718019865,0.3090107891118477,1.331875561742436,0.3922255371909643,7.0,121.21882488938066,144.12164551264672,209.91015891391316,0.0,1.0,2.0,0.0,1.0,3.0,1.0,HSC_705
HSC_782,2440.0,,o,10.670991047286147,47,10.67099104728615,47.0,284.83942366235857,69.61145656376965,100.41136377563056,24.626720184972086,1.3025010178165486,0.9662538912431232,6.098922648148157,6.098922648148163,4.42155190581451,3.279852138005892,20.77875936380414,20.77875936380416,4.361855977111925,0.5500695809567601,0.0802358947495082,10.33337878950549,1.4274120881920809,0.2082094521081297,5.0978950443576965,0.1368778369765984,0.0199656845268417,194.35845037402729,194.46635197030415,194.5743734401624,39.0,False,-8153.7119972098035,173.86743186372985,101.91681380848708,-14.108804316182445,9.142276977249942,2.0973821819837366,19.0,0.0392153561115264,0.3380770683288574,0.5962351262569427,0.9795825481414796,0.980993628501892,,7.076510906219482,7.330403804779053,7.547314643859863,0.00159153342247,0.1275144964456558,0.1991676092147827,0.0312626473605632,0.4343734383583069,0.7054007053375244,6.336984634399414,6.477087497711182,6.632686614990234,40.0,False,False,0.0,,hunt,none,21.399508801144016,-11.69125,-31.94630849981189,173.86752117519922,81.03505724231157,-8.860532528812515,-11.61816804986944,-6.555078416834401,0.035471148674766,0.1930514348271117,0.089976172468468,0.2925231044532078,1.2604642703982023,0.6262227095169771,17.0,27.739130502649413,36.55050000101796,57.73551651308878,0.0,0.0,1.0,0.0,0.0,1.0,0.5125385546277621,HSC_782
HSC_842,2493.0,,o,7.623301724229155,30,8.23641331161813,27.0,349.04793266301647,50.885932864232124,107.97941546003904,-9.199745698562491,0.2583509946489682,0.6164988976455437,0.6399437299321031,0.9753454961755088,3.3034832523127764,7.883300713266848,8.183119178642142,12.472670923099336,-0.6109997162516444,0.2306660489180862,0.0443917018119215,-3.1126905824586157,0.1326411459230363,0.0255268004347618,1.3398803053635662,0.041925308750871,0.0080685294310578,730.5061976190744,732.6248754566806,734.7558785899781,30.0,False,-8345.506098079764,687.8857467608073,-95.75696154617032,-9.774736561290013,8.413702360915494,2.248656542059772,14.0,0.0694564282894134,0.5406376123428345,0.773029088973999,0.9993574023246764,0.9993574023246764,,7.577052593231201,7.805569410324097,8.034055709838867,0.4035404026508331,0.6051480174064636,0.7537052631378174,0.2112886607646942,0.6261008083820343,0.9729002714157104,9.119105339050291,9.283395767211914,9.452404022216797,10.0,False,False,0.0,,hunt,none,63.91008723184901,-7.842121500000001,-223.2343104328036,687.8853670625317,-117.12972536787072,7.983736049176024,-6.465661814497857,-8.71421540650901,1.2948981571336446,3.99016393314048,0.6794254217927005,0.5772102734761788,1.6325776484501155,0.2614073619207228,9.0,57.95535023266645,88.09539279497426,138.51623695297374,0.0,1.0,2.0,0.0,1.0,2.0,1.0,HSC_842
HSC_873,2519.0,,o,8.634307488385256,47,8.634307488385256,47.0,345.0626271526443,61.99739399200436,110.27749904413008,1.8887253482703503,0.7570990139454356,1.3705782340598465,1.3705782340598465,1.3705782340598789,4.779560408682944,8.653597184634352,8.653597184634352,8.653597184634554,7.402139907470528,0.2328014191484712,0.0339575770247895,-2.455395125945286,0.2264715464066237,0.0330342701911172,2.743303442663594,0.058618836873807,0.0085504361422143,361.3060745618069,361.68677483815736,362.06827823177656,34.0,False,-8247.222837965597,339.0870565502488,33.04177176274418,-30.650512416519145,41.42079243910605,10.0460177837188,17.0,0.7654050588607788,0.9298467636108398,0.9589777886867524,0.99676513671875,0.999277889728546,,7.025851726531982,7.345632791519165,7.544122695922852,0.6511647701263428,0.9580506682395936,1.1945310831069946,0.7408213019371033,1.3149102330207825,1.8222981691360476,7.604127883911133,7.755450010299683,7.908445358276367,40.0,False,False,0.0,,hunt,none,22.16321663592764,-15.759227,-125.28070999119224,339.0869575234181,11.920655789104671,-4.201670664311694,-17.187535968933496,-9.683275625964196,0.2640113589290394,0.7145777546851946,0.025121094336356,1.188569014076486,3.456832542685744,0.1480406932440346,12.0,61.55681506583637,79.74516977057604,122.3341919257325,0.0,1.0,1.0,0.0,1.0,2.0,0.9970339079077996,HSC_873
HSC_921,2562.0,,o,13.84004631869094,90,13.84004631869094,90.0,5.513567797448863,30.87952657765492,115.53187895165831,-31.56966126834229,5.687555654031982,12.159374155583846,12.159374155583846,12.159374155583894,17.223931094741385,37.26295979272902,37.26295979272902,37.26295979272918,14.005494793584589,0.9584351572761696,0.1010279362191466,-2.6977749445372394,0.7465488198859545,0.0786931551783473,5.755306811984611,0.2626464861033331,0.0276853705175431,172.84466697039738,172.94159985969674,173.03864153172583,72.0,False,-8185.713272105577,132.958094358834,-69.57790931273945,2.3405455440131915,16.25593446417886,2.6724591636132606,37.0,0.0467307865619659,0.3118723630905151,0.5406706631183624,0.9765987396240234,0.9805437326431274,,7.398296356201172,7.63450813293457,7.914305210113525,8.310227713081986e-05,0.1090533137321472,0.1733375787734985,0.1030900627374649,0.5505805909633636,0.831963300704956,6.055177688598633,6.202135801315308,6.35161828994751,80.0,False,False,0.0,,hunt,none,43.10306297425655,5.0843024,-63.508497330162406,132.95790229247143,-90.54095176704168,-11.11106676897173,-1.7515587001383983,-6.490441334800342,0.071232328833787,0.1491280917561539,0.1015524397572562,0.665215974622206,1.4425004942147217,0.8603781770368197,29.0,64.71840450138285,85.68171680692646,101.30062646201344,0.0,1.0,2.0,0.0,1.0,2.0,0.4185953772549874,HSC_921
HSC_958,2596.0,,m,9.623385779584394,107,9.623385779584396,107.0,5.700408519576414,68.3278135447391,120.28137901241011,5.603561802982825,8.503085953759543,10.540339474428375,27.04974488659673,27.049744886596773,26.244873910714613,32.66298909670208,89.63613389610894,89.63613389610909,26.001643667758565,1.3737498834514346,0.1328054139154729,-7.745571608687042,7.218129249469862,0.6978028928110305,5.57394295359333,0.3124924099419834,0.0302097815240731,175.45459897063049,175.54387468034562,175.6332412877616,87.0,False,-8210.023539977941,150.86822244603127,38.16658509192278,-9.808918624770756,8.275121924441889,1.5108236480407944,30.0,0.8163642287254333,0.9622640609741212,0.98049134016037,0.9987117052078248,0.9999033808708192,,7.325291156768799,7.609713077545166,7.8592705726623535,0.0001733550161588,0.1254531592130661,0.1967144906520843,0.0125976921990513,0.4788761287927627,0.7162250280380249,6.073281288146973,6.245396852493286,6.395347595214844,40.0,False,False,0.0,,hunt,alphaPer,40.7111225464287,-5.3941733,-88.09447580256737,150.86816567757757,17.140940929329204,-14.432333898430874,-20.17106746451043,-2.617114245971192,0.0896493900027906,0.1535310687828541,0.0174434876237867,0.4321208780724104,0.5764870495572755,0.0771783224078352,21.0,68.97757580674093,85.298110112972,108.31067669949928,0.0,1.0,2.0,0.0,1.0,2.0,0.8509163870465648,HSC_958
