name,id,name_all,kind_hunt_part_II,cst,n_stars,cst_tidal,n_stars_tidal,ra,dec,l_hunt,b_new,ang_radius_50,ang_radius_c,ang_radius_t,ang_radius_total,radius_50_pc,radius_c_pc,radius_t_pc,radius_total_pc,pmra,pmra_std,pmra_error,pmdec,pmdec_std,pmdec_error,parallax,parallax_std,parallax_error,distance_16,distance_hunt,distance_84,n_stars_used_for_distance,global_parallax_correction_only,x_hunt,y_hunt,z_hunt,radial_velocity,radial_velocity_std,radial_velocity_error,radial_velocity_n_stars,class_2.5,class_16,class_50,class_84,class_97.5,human_class,log_age_16,log_age_50,log_age_84,a_v_16,a_v_50,a_v_84,differential_a_v_16,differential_a_v_50,differential_a_v_84,distance_modulus_16,distance_modulus_50,distance_modulus_84,min_cluster_size,is_merged_cluster,is_gmm_membership_list,n_unique_strong_crossmatches,crossmatch_type,age_myr,n_stars_new,x,y,z,x_hunt_16,y_hunt_16,z_hunt_16,x_hunt_84,y_hunt_84,z_hunt_84,x_hunt_84_16,y_hunt_84_16,z_hunt_84_16,l_new,distance_new,x_new,y_new,z_new,x_std_new,y_std_new,z_std_new,x_err_new,y_err_new,z_err_new,U,V,W,U_std_new,V_std_new,W_std_new,U_err,V_err,W_err,rv_best,rv_best_std,rv_best_err,n_rv_gaia_apogee_galah,index_in_new,Unnamed: 0,kind_hunt_part_III,l,b,distance_50,ang_radius_50_jacobi,ang_radius_jacobi,radius_50_jacobi_pc,radius_jacobi_pc,p_jacobi,jacobi_n_stars,mass_jacobi,mass_jacobi_error,mass_all,mass_all_error,note,age_chronos_mode,age_chronos_lo,age_chronos_hi,av_chronos_mode,av_chronos_lo,av_chronos_hi
HSC_2848,4076,,o,3.3919760087926623,12,3.464827424536588,11,253.4944411400444,-41.15606137641466,343.9613332530984,1.6524367309511785,0.0705557156754677,0.1044496110980198,0.1044496110980198,0.1207883999968351,1.8649036109588524,2.7607766763414405,2.7607766763414405,3.1926391930820945,-0.5828313812550747,0.0502126012242258,0.0151396689098633,-1.7024549869348524,0.0769245017452886,0.0231936099521965,0.6201065496982349,0.0065886403854924,0.0019865498215691,1498.8995300391446,1514.4209235688734,1530.2671346905236,12,False,-6666.9866657940365,-418.2447157391813,60.24354658654408,,,,0,0.9879127740859984,0.9990293979644777,0.9996286630630492,1.0,1.0,,6.81174373626709,7.05179238319397,7.26951789855957,1.1032512187957764,1.3259382843971252,1.558110237121582,0.0003571296110749,0.3698495775461197,0.5913271903991699,10.74049472808838,10.956806182861328,11.124905586242676,10,False,False,0,,11.26658722169454,12.0,1454.8813671625535,-418.24329899253473,43.16809092672162,1439.9701982217657,-413.9566976033142,42.72565849807967,1470.104583470661,-422.6196064727779,43.61978217840584,30.13438524889557,8.662908869463706,0.8941236803261745,343.9178795502394,1612.5700058938337,1548.8868196669068,-446.30161666143977,46.23206780716336,16.921196913790187,5.382934612174628,1.5066117714261564,4.8847287965937145,1.5539193736845878,0.4349213558985751,,,,,,,,,,,,,0.0,1,4031.0,o,343.9613332530984,1.6334193773519523,1514.4209235688734,0.0716619157934234,0.2264324751368558,1.894142329743162,5.985010873165845,1.0,12.0,119.4299568475776,19.1588204246859,119.4299568475776,19.1588204246859,,5.61861923574773,5.597028927200314,6.311707979898674,1.3740831815627232,1.309107976325139,1.4309717316978174
ASCC_114,60,"ASCC_114,MWSC_3542,Theia_296",o,22.16186415040059,249,22.16186415040059,249,325.0628146614939,53.98983418752376,97.1095335888432,1.017101835400525,0.1916233808188652,0.1793349075062326,0.7373252441437425,0.7373252441437579,3.0689018110883977,2.872097159229692,11.809076990304131,11.809076990304378,-3.698053772666952,0.1465186895545861,0.0092852446725808,-3.4752294118083853,0.151150954381994,0.0095788025281788,1.0604717444785174,0.0666914782455359,0.0042264007067521,916.4294674340406,917.6044445506968,918.7824384703058,229,False,-8235.483070934391,910.4123206658388,37.01326470844406,-19.554196559186853,21.55610839669339,3.5926847327822315,36,0.9743106961250304,0.9936434626579284,0.9964820146560668,0.9999434947967528,0.9999434947967528,,7.305324554443359,7.512338161468506,7.672610282897949,0.8484193682670593,1.0555654764175415,1.2246525287628174,1.2947975397109983,1.703437566757202,2.089703321456909,9.588993072509766,9.74336051940918,9.87276554107666,80,False,False,2,1:m,32.53405237389812,249.0,-113.55167795761304,910.4122384266816,15.921344639250153,-113.4062769365626,909.2464708094608,15.900957624203954,-113.69745230187414,911.5809992010796,15.941783998811276,0.2911753653115454,2.3345283916190738,0.0408263746073203,97.08542556133472,938.1962783743716,-115.83489701879084,930.8428501717246,16.754439950275298,7.954983138353378,61.65295062219743,2.95648366238764,0.5041265727287854,3.907096992567472,0.187359539313447,24.095636409874423,-19.581018189728304,-1.5854351085448024,0.0,0.0,0.0,0.0,0.0,0.0,-20.837323,21.55242092756927,21.55242092756927,1.0,1,59.0,o,97.1095335888432,0.9941883298309868,917.6044445506968,0.1916233808188772,0.7694821899384792,3.068901811088589,12.32416658328409,1.0,249.0,673.2178454049217,71.29920232885853,673.2178454049217,71.29920232885853,,50.50920008628934,41.98949278499922,51.64711122642576,1.008827293632158,0.993503403553052,1.0399296706673136
HSC_2842,4073,,o,7.344350063238584,43,7.995176744836621,37,253.58354702297063,-42.78770758691796,342.7364986205925,0.5626340786780928,0.0886014494451953,0.1917237658245161,0.1917237658245161,0.3091960444032171,3.068401981986169,6.639703001695316,6.639703001695316,10.708021313535294,-0.1837741823466665,0.0848277399608363,0.0139455945449636,-1.2508932332694775,0.1153064165014683,0.0189562581026511,0.4697826386225922,0.0371804323721068,0.0061124254295496,1964.687757184764,1984.23777920258,2004.1807845593,41,False,-6227.171445172831,-588.8298719151111,35.10477967064417,-43.533779441933326,9.02001002688472,6.378110256380838,2,0.0035421252250671,0.0044317245483398,0.0552573651075363,0.0848956704139709,0.2484202682971954,,7.401823043823242,7.654127597808838,7.952567100524902,2.700183153152466,2.970579743385315,3.253407716751098,2.352543830871582,2.6079294681549072,3.042226791381836,11.339361190795898,11.51176404953003,11.647650718688965,20,False,False,0,,45.09491761182633,43.0,1894.759648853336,-588.828081262038,19.155370245212907,1876.091224513367,-583.0265578387681,18.966638877441028,1913.8033351609145,-594.7462235844343,19.34789538278153,37.712110647547206,11.719665745666248,0.3812565053405023,342.70820558300585,2101.581840918136,2006.118334765977,-625.5991168253537,21.438656566773147,192.0634505145935,61.63032473405831,2.7437465057643684,29.28940161662248,9.398536411078055,0.4184174194841458,-36.00753244181579,0.2072069715132488,-6.947668592605208,0.0,0.0,0.0,0.0,0.0,0.0,-43.5256365,8.9993305,8.9993305,1.0,1,4028.0,o,342.7364986205925,0.5531287276050812,1984.23777920258,0.1031514397095176,0.2557902386122891,3.572291127256061,8.858453995742835,0.9999999998329994,42.0,440.4310776856644,42.546285786218334,442.41092095761087,45.7082535246434,,14.83990885037531,1.6571450434164865,73.12391086067429,2.3745132925757755,2.2561373129768025,2.546167009961104
ASCC_66,32,"ASCC_66,MWSC_1922",o,5.873196748995338,49,7.677340763075717,25,168.34376049218787,-55.42612745713199,289.26347300012884,4.8142797021684585,0.0771269246236941,0.1005216713795672,0.2384860036643169,1.7560291416606737,1.2800343354309385,1.6683051443838215,3.958045174095986,29.152987939753388,-11.300011751794456,0.1522744195432138,0.0304548839086427,3.004610503211244,0.140757919378476,0.0281515838756952,1.0291868844330052,0.0422210318517531,0.0084442063703506,947.702457475448,950.9068475279786,954.132980590819,46,False,-7809.164655094994,-894.4906756230328,99.92631802684218,-8.810397837359089,13.163523694276632,4.975344296051743,7,0.1641486585140228,0.6324383020401001,0.8068393766880035,0.9990265965461732,0.9990265965461732,,7.760146617889404,7.960602283477783,8.239425659179688,0.1314584910869598,0.2923356294631958,0.4335788488388061,0.1581158936023712,0.5913460552692413,0.8713831901550293,9.697956085205078,9.87031364440918,10.046268463134766,40,False,False,1,1:1,91.32765015704489,49.0,312.6059935246453,-894.4902674344709,79.92801106668236,311.55256590592967,-891.475991406799,79.6586676244234,313.6665690520734,-897.5249964761863,80.199182107063,2.114003146143716,6.049005069387249,0.540514482639594,289.3145947214712,970.913265505749,323.03859132321736,-914.007145996592,81.56263445764142,18.18416464875874,38.23016220695074,4.806986054428442,2.597737806965534,5.461451743850105,0.6867122934897775,-53.97222111321136,-5.217613922843915,-7.879268927270072,7.216439329047098,13.420169836649215,2.582103828342676,5.102793185590502,9.489493096169822,1.825823126748851,-3.4468026,14.07226568251483,9.950594490764976,2.0,1,31.0,o,289.26347300012884,4.821657827443451,950.9068475279786,0.1006157100979305,0.3637312062127565,1.6698658585845376,6.03672982590853,0.9999999681370174,29.0,89.21632892891665,13.063049741191508,131.06492838219052,20.11640696268705,,92.65294655742125,88.68901490884944,100.21983831565784,0.2512847083633756,0.2286752683099275,0.3031691663969458
HSC_620,2297,,o,4.432269894870364,23,5.568127910762813,19,306.30481814260594,40.40412684687339,78.59650820089077,1.519929372157863,0.1162567140429741,0.1857386704977673,0.3260959296566075,0.5006927891202719,2.4875503866009128,3.974267549452725,6.977555732307524,10.713605209230202,-0.207708930293909,0.1427189313752702,0.0327419683786799,-3.430722809396986,0.1993975726826796,0.0457449404690056,0.8004825425182012,0.038379279120557,0.0088048104848657,1219.521559416353,1225.9588106694298,1232.4643806756487,19,False,-7879.580116582723,1201.3535672885462,51.94682004205878,-41.66293902556109,14.7040654,7.3520327,1,0.000288963317871,0.000288963317871,0.1619468778371811,0.3126003742218017,0.7755016684532166,,7.805028915405273,8.095958232879639,8.360669136047363,2.262477159500122,2.531339645385742,2.8277506828308105,1.170239806175232,1.658416509628296,2.165560245513916,10.326659202575684,10.484344005584717,10.656039237976074,20,False,False,0,,124.72635562090376,23.0,242.31161732846988,1201.3538393485655,31.76536239559914,241.0392901110236,1195.045783612572,31.59856917456608,243.5974477953104,1207.728842681552,31.933925798414123,2.558157684286755,12.683059068980128,0.3353566238480425,78.60488005405523,1251.7755243427994,244.37087506650897,1227.764288681708,32.693587034980624,11.12851811723565,54.60651004413919,2.5927069395441977,2.3204564345389325,11.386244445555452,0.54061676832077,,,,,,,,,,-41.629852,0.0,,0.0,1,2254.0,o,78.59650820089077,1.4847357791384146,1225.9588106694298,0.1153277898527444,0.2665352660371723,2.467674098043118,5.703100954812441,0.9999999746635512,18.0,72.84278884996854,14.68608103242933,82.58287389966925,21.87245606711084,,443.865690739966,138.8723745419398,467.85988860633375,1.6365837927035458,1.5289333235060054,1.83376446579004
ASCC_84,41,"ASCC_84,MWSC_2333",o,3.796497227189597,13,3.796497227189597,13,238.6827306395148,-60.71272864147036,323.56692279869065,-5.4130572553287335,0.1068877990751253,0.1223374118719047,0.3569963069665524,0.356996306966552,1.5876444332465467,1.8171239604564315,5.302662058370096,5.302662058370092,-1.3598423063901683,0.2317459519753175,0.0642747625175556,-4.200603140350923,0.2212440440024801,0.0613620573109194,1.1519109851841327,0.0346169560846998,0.0096010161664515,842.3003131769068,851.0346424198839,859.9520129788339,13,False,-7440.531748510803,-503.1637178273975,-61.19730146704576,-1.9619483907720845,12.252731782391898,8.663989731389243,2,0.2458888590335846,0.8818907737731934,0.9418136477470398,0.997947096824646,0.999363362789154,,7.1784772872924805,7.465613842010498,7.720546722412109,0.5281099677085876,0.7799934446811676,0.9971303939819336,0.0003465038607828,0.471808448433876,0.678840696811676,9.455482482910156,9.643517017364502,9.854707717895508,10,False,False,1,1:1,29.215534893353897,13.0,681.649726815375,-503.1632016310408,-80.25213427482356,674.6538269475839,-497.9991426762848,-79.42849146609512,688.7922365352329,-508.4354813913728,-81.09303778662462,14.138409587648994,10.43633871508797,1.664546320529496,323.56668263847587,863.2172359279346,690.9196137968827,-509.4892989178073,-81.69505801182214,20.6556010911083,15.248101057654967,2.625061452612852,5.728832989193915,4.229062324371668,0.728061051433817,-1.9468023759603976,-18.33281593321277,-10.720364380089814,0.0,0.0,0.0,0.0,0.0,0.0,-1.97592675,12.27614725,12.27614725,1.0,1,40.0,m,323.56692279869065,-5.4110026491114445,851.0346424198839,0.0780226697916119,0.2535050645325594,1.1588992504238569,3.765425683872903,1.0,11.0,23.382663905317283,10.85221892070274,41.15406252716643,9.882564262915391,,68.07131327473893,57.2940596942189,86.72678165269181,0.700036429833152,0.5972119391147712,0.82992802521336
HSC_1641,3108,,o,4.9606310590851725,22,5.165418488967252,21,99.60036912862792,4.205552133723961,207.7030823087744,-0.9623032619145192,0.0724646684664999,0.0703544435923502,0.2711725512937956,0.4728189607037246,1.824686971684732,1.7715506799554157,6.828271799589759,11.906019037420585,-1.810126194653521,0.086098490841342,0.0187882310239005,0.9948052480010592,0.0766308339621483,0.0167222189142446,0.6465314171399571,0.0315511549802253,0.0068850264742935,1431.698634302339,1442.7280063317955,1453.9286315172042,22,False,-9399.193708866758,-670.6109624385944,-0.4892787812539509,,,,0,0.8428919911384583,0.9715232253074646,0.9861721694469452,0.9998668432235718,0.9998668432235718,,7.51306676864624,7.70687198638916,7.95152473449707,1.1905248165130615,1.410422921180725,1.5791821479797363,0.2660249173641205,0.7257688939571381,1.0031836032867432,10.650815963745115,10.789940357208252,10.944398880004885,20,False,False,0,,50.91807616771806,22.0,-1277.1610451102424,-670.6121865339201,-24.557287700880067,-1267.3973999559034,-665.4854881816952,-24.36955206332486,-1287.0762904682747,-675.8184871762925,-24.747938311321303,19.67889051237125,10.332998994597231,0.3783862479964455,207.69329519158453,1543.3864570703088,-1367.7231970242728,-712.4934218905912,-25.540679448442848,64.76601633532714,33.46721060856962,2.61783104286966,13.808161078190912,7.135233276171128,0.5581234536377663,,,,,,,,,,,,,0.0,1,3065.0,o,207.7030823087744,-0.9753029587464358,1442.7280063317955,0.0724646684664707,0.3061423732126517,1.824686971683996,7.708846669683428,0.9999999999990128,21.0,125.4398195218335,11.040221078073444,130.05129685323843,14.08275851583159,,84.62759816609756,83.0781340027225,365.0227232558588,1.1069023170890704,0.9602834838866996,1.2547605426520585
UPK_198,7052,"Theia_2632,UPK_198",o,6.291294209779603,64,6.291294209779603,64,341.5139383189879,64.08754851118664,109.75142383270568,4.496535881608763,0.4327153893377821,0.2618838629252709,2.4648208352808822,2.4648208352808725,6.343974504429968,3.839393219863119,36.15798437800259,36.15798437800244,-4.8242921998857975,0.1870977238100363,0.0233872154762545,-2.312911588148033,0.3102413154731837,0.0387801644341479,1.1554736608732945,0.0488073283227519,0.0061009160403439,838.2197514922627,839.9887377925073,841.7652064519315,60,False,-8404.805464916028,788.1628307885117,87.03017192809017,-9.43917925734912,14.000233848816004,4.041519390665815,12,0.8291157484054565,0.9473381638526917,0.9690541326999664,0.9984482526779176,0.998628795146942,,7.800139427185059,7.961238384246826,8.223727226257324,1.9479002952575684,2.144412636756897,2.327779769897461,0.8805447816848755,1.282621443271637,1.6741982698440552,9.408135414123535,9.57326364517212,9.688753128051758,40,False,False,2,1:m,91.46151359728589,64.0,-283.0014225831147,788.1626637564111,65.50488450933176,-282.4054316882666,786.5028213182691,65.36693356060755,-283.5999343668709,789.8295269031375,65.64341895525274,1.1945026786042945,3.3267055848684777,0.2764853946451922,109.49229796852522,866.1228766443417,-286.1766972819071,812.6514438537549,67.77671499001758,14.994877774698242,35.86864484480098,4.199503007262452,1.8743597218372805,4.483580605600123,0.5249378759078065,25.824803781738105,-10.293167092838733,-0.5174384103841398,3.488058130260748,6.9353605853987474,1.2331189771339912,2.013831300455106,4.004132300907088,0.7119415733911458,-15.333322,13.91368199963848,8.033068047910128,3.0,1,7052.0,o,109.75142383270568,4.472640813730068,839.9887377925073,0.1869920130734134,0.4060677698419781,2.741419072129555,5.9532842965802,0.9994254637960044,31.0,74.79814399806182,25.324365772783214,189.8378311383203,25.087295022667128,,398.0154699577423,332.2435634467136,422.1163880115928,1.7349792879865082,1.6891776179235456,1.7962043914171384
CWNU_161,401,"ASCC_123,CWNU_161,MWSC_3654,Theia_2697",o,5.394752776483918,47,6.992900550293579,33,341.2485776940146,54.69749035745838,105.26031686486816,-3.6225865063694265,0.2061132132204254,0.2787167456829748,0.6250184007203593,1.9778471420622223,3.905879344681257,5.281747123450205,11.844620397704013,37.49526211918572,2.027596690464268,0.1674018060639247,0.0291409140023583,0.2706262357242737,0.1533055615392652,0.0266870727977272,0.8631289350261887,0.0423633623233538,0.0073745148116513,1082.449500836516,1085.75977680475,1089.0903614166389,46,False,-8407.311136888764,1045.2010693058996,-49.99106033200008,-28.23411072932233,16.166730643823943,4.874452693845892,11,0.9902414083480836,0.9975701570510864,0.9986507892608644,0.999984323978424,0.999984323978424,,7.845417499542236,8.078535079956055,8.254912376403809,0.7981228232383728,1.009383738040924,1.1530028581619265,0.2487366944551468,0.678538590669632,0.9452061653137208,10.01348114013672,10.150790214538574,10.33486557006836,40,False,False,3,m:m,119.82159046723312,47.0,-285.15661764929,1045.2006989972597,-71.52268978132332,-284.2872291171736,1042.0140799773014,-71.30463064317468,-286.0313399064692,1048.4068680217383,-71.74208671891085,1.7441107892955756,6.392788044436884,0.4374560757361792,105.33539996384566,1139.1945310032202,-301.79558634730665,1093.145832060355,-72.46908034184764,14.200438141686526,67.21432848265344,8.94327969458655,2.0713467888034827,9.804217452658936,1.3045114166141605,-1.786827695559123,-29.470221126113152,-2.3042224501524124,3.0621942449268804,8.80639824694049,0.7603608017845433,1.1574006340356768,3.328505672514244,0.2873893697433684,-27.520584000000003,14.139940730381165,5.344395246540224,7.0,1,400.0,o,105.26031686486816,-3.7770028523899617,1085.75977680475,0.1409538046155153,0.2738087635989211,2.6710916839571706,5.188738293261054,0.9998105989407392,21.0,48.65718893386415,14.666797360561366,124.86625870671472,27.594647901781546,,104.24886648517268,91.93519911280003,198.9774132388796,1.0304339133581983,0.9351442524361532,1.080802117915968
HSC_512,2203,,o,3.0151252478928803,23,3.581562370125595,16,282.5290245787669,34.11555575815685,63.90831022149704,15.01082737943982,0.7251154507527169,1.2465649447201324,1.2465649447201324,4.223557012163975,4.407948973937445,7.57861166871902,7.57861166871902,25.72007373185588,-5.903057316980648,0.2696838744558954,0.0674209686139738,-2.2245875959408723,0.534014096823851,0.1335035242059627,2.908333140793545,0.059675178380911,0.0149187945952277,347.70376214054704,348.2802476135935,348.85864786270605,20,False,-7973.832775884854,302.0304895583424,110.97250012634268,-18.76140257414725,8.38259863126003,3.4221815608566257,6,0.9552524089813232,0.992273449897766,0.9958415329456328,0.9999887347221376,0.9999887347221376,,7.846738338470459,8.135954856872559,8.393035888671875,0.0024241209030151,0.1572737097740173,0.2305777072906494,0.0265537612140178,0.4991397857666015,0.7364532947540283,7.453896999359131,7.637576341629028,7.775792121887207,20,False,False,0,,136.7586663191378,23.0,147.90902624316124,302.0307601499366,90.55092907771434,147.66420212366015,301.5308284230223,90.40104605810058,148.15466353729792,302.5323523823626,90.70130992846543,0.4904614136377461,1.001523959340318,0.3002638703648586,63.86571225991406,347.10842925124206,146.68323381477109,300.1327139279688,87.61483128592349,6.437386893948952,11.531614730020593,6.773271015084448,1.3422879562504584,2.404507888562176,1.4123246369601017,-3.409503683360705,-23.79237219617136,1.4160634042138145,3.2082370366527675,6.245028728162868,2.159947244501558,1.134283082135503,2.207951081194382,0.7636566717961246,-21.099827,6.910255317741017,2.4431441974525367,8.0,1,2161.0,m,63.90831022149704,15.069732428128484,348.2802476135935,0.4656817846633477,0.7692671915376316,2.8307728784771893,4.676377042155613,4.6110298836290604e-10,11.0,12.771338078328204,4.411797849800513,28.92703649969896,4.433158105205846,,107.72034534932972,101.9242082162226,218.4413212133298,4.711227015319341e-05,4.711227015319341e-05,0.0745468975067905
